content,score,at,bank,month_year,content_process,sentiment
"Kesalahan memasukan password jangan di record dong kalo sudah benar, masa setiap kali 3x salah langsung di blok, meskipun salahnya tidak berurutan. Yang dulu - dulu masih terekam. Jadi gampang banget ke blokir. Tolong di update supaya kalo sudah input password yang benar, kesalahan yang lama tidak direkam.",3,2024-03-23 06:49:15,BCA,2024-03,"Kesalahan memasukan password jangan di record dong kalo sudah benar, masa setiap kali 3x salah langsung di blok, meskipun salahnya tidak berurutan. Yang dulu - dulu masih terekam. Jadi gampang banget ke blokir. Tolong di update supaya kalo sudah input password yang benar, kesalahan yang lama tidak direkam.",negative
"Sudah mencoba daftar sampe 8X tapi verifikasi gagal mulu, katanya “pastikan data KTP-el udah benar” foto udh paling jelas, cahaya oke tpi tetep gagal, apa foto ktp gw beda sma skrng ya namanya jga foto 11 taun lalu ya beda, mending kalo pas udh gagal ga ga ngulang isi data tempat tinggal lah ini stiap gagal isi lagi isi lagi, cape gw bye mending bca mobil",1,2024-03-23 04:20:22,BCA,2024-03,"Sudah mencoba daftar sampe 8X tapi verifikasi gagal mulu, katanya pastikan data KTP-el udah benar foto udh paling jelas, cahaya oke tpi tetep gagal, apa foto ktp gw beda sma skrng ya namanya jga foto 11 taun lalu ya beda, mending kalo pas udh gagal ga ga ngulang isi data tempat tinggal lah ini stiap gagal isi lagi isi lagi, cape gw bye mending bca mobil",negative
"Tolong dong tingkatkan lagi ke cepatan penggunaan face id saat masuk. Asli lemot bgt. Pdhal uda enak bisa masuk pake face id, tpi malah lemoottt",4,2024-03-22 08:38:17,BCA,2024-03,"Tolong dong tingkatkan lagi ke cepatan penggunaan face id saat masuk. Asli lemot bgt. Pdhal uda enak bisa masuk pake face id, tpi malah lemoottt",negative
Padahl sudah benar berkali kali,1,2024-03-20 17:23:11,BCA,2024-03,Padahl sudah benar berkali kali,negative
Sms verifikasi utk log in ga pernah bisa masuk selalu failed,1,2024-03-20 01:55:09,BCA,2024-03,Sms verifikasi utk log in ga pernah bisa masuk selalu failed,negative
Tolong kan ada tuh pembayaran melalui nfc hp soal nya itu lebih oke dibanding harus buka kamera dulu …jadi saran bikin fitur tap to pay…ini fitur kebantu banget bagi udh ada nfc nya,4,2024-03-18 15:35:01,BCA,2024-03,Tolong kan ada tuh pembayaran melalui nfc hp soal nya itu lebih oke dibanding harus buka kamera dulu jadi saran bikin fitur tap to payini fitur kebantu banget bagi udh ada nfc nya,positive
"That difficult to understand that such an important bank, one of the biggest in Indonesia , cannot have an english version of its application !",3,2024-03-18 11:01:15,BCA,2024-03,"That difficult to understand that such an important bank, one of the biggest in Indonesia , cannot have an english version of its application !",positive
Applikasi macam apa. Suruh verifikasi pakai ktp. Data sudah benar. Masih aja gagal katanya data salah!!! Dicoba 3x tetap gabisa terus disuruh ke kantor Cabang BCA. Sudah tahun 2024 applikasi situ masih kek jaman 2015 Boss. Ribet!!!!,1,2024-03-17 14:08:33,BCA,2024-03,Applikasi macam apa. Suruh verifikasi pakai ktp. Data sudah benar. Masih aja gagal katanya data salah!!! Dicoba 3x tetap gabisa terus disuruh ke kantor Cabang BCA. Sudah tahun 2024 applikasi situ masih kek jaman 2015 Boss. Ribet!!!!,negative
"Sebenarnya membantu banyak, tapi pernah ga makan karena aplikasi ini, disini perlunya kita punya bank lain",1,2024-03-17 10:48:50,BCA,2024-03,"Sebenarnya membantu banyak, tapi pernah ga makan karena aplikasi ini, disini perlunya kita punya bank lain",negative
"Sering bgt error, cb deh sering2 di cek ya pihak BCS. Bukannya mempermudah malah nyusahin, ga recomended",1,2024-03-17 10:10:15,BCA,2024-03,"Sering bgt error, cb deh sering2 di cek ya pihak BCS. Bukannya mempermudah malah nyusahin, ga recomended",negative
"Apilkasi paling stupid, seringkali keblokir sendiri ga jelas.. telp halo bca dibuka ntar 2 minggu keblokir sendiri, telp lagi buka lagi keblokir lagi, gitu terus.. jadi malas pake bca",1,2024-03-16 14:47:09,BCA,2024-03,"Apilkasi paling stupid, seringkali keblokir sendiri ga jelas.. telp halo bca dibuka ntar 2 minggu keblokir sendiri, telp lagi buka lagi keblokir lagi, gitu terus.. jadi malas pake bca",negative
Aplikasi sulit,2,2024-03-16 09:20:20,BCA,2024-03,Aplikasi sulit,negative
Tolong test ios 17.4 selalu force close... tiap update selalu begini.. padahal dr review byk yg blg selalu force close...,2,2024-03-16 07:15:06,BCA,2024-03,Tolong test ios 17.4 selalu force close... tiap update selalu begini.. padahal dr review byk yg blg selalu force close...,negative
"Login gagal terus, verifikasi muka salah terus, laaah muka saat ini sama KTP pasti beda kalau cetak foto KTPnya 5 tahun lalu, jadi gak bisa dipakai aplikasi ini.",1,2024-03-15 21:57:43,BCA,2024-03,"Login gagal terus, verifikasi muka salah terus, laaah muka saat ini sama KTP pasti beda kalau cetak foto KTPnya 5 tahun lalu, jadi gak bisa dipakai aplikasi ini.",negative
"selalu gagal verifikasi, mau login sampe sekarang gagal terus. Id sama sandi udah betul tapi gagal terus 👎",1,2024-03-14 07:16:06,BCA,2024-03,"selalu gagal verifikasi, mau login sampe sekarang gagal terus. Id sama sandi udah betul tapi gagal terus ",negative
developer sebenernya nge tes ga sih sebelom luncurin update? dari dulu sampe sekarang tiap update selalu force close. ga selesai selesai ini masalah ga jelas banget. di tes ga sih?,1,2024-03-13 20:29:48,BCA,2024-03,developer sebenernya nge tes ga sih sebelom luncurin update? dari dulu sampe sekarang tiap update selalu force close. ga selesai selesai ini masalah ga jelas banget. di tes ga sih?,negative
Beberapa versi terakhir crash terus appnya tidak bisa dipakai begimana ini …,1,2024-03-13 12:25:33,BCA,2024-03,Beberapa versi terakhir crash terus appnya tidak bisa dipakai begimana ini ,negative
"Proses verifikasi amat sangat sulit sekali dan selalu gagal , tidak membantu sama sekali. Saya sudah coba lebih dari 5 kali namun selalu gagal. Konsultasi dengan HaloBCA via chat pun tidak membantu sama sekali.",1,2024-03-11 14:28:42,BCA,2024-03,"Proses verifikasi amat sangat sulit sekali dan selalu gagal , tidak membantu sama sekali. Saya sudah coba lebih dari 5 kali namun selalu gagal. Konsultasi dengan HaloBCA via chat pun tidak membantu sama sekali.",negative
"Update terakhir malah gak bisa dibuka, malah muncul pemberitahuan dipakai diperangkat lain padahal perangkat sama, tolong segera diperbaiki",4,2024-03-10 02:55:12,BCA,2024-03,"Update terakhir malah gak bisa dibuka, malah muncul pemberitahuan dipakai diperangkat lain padahal perangkat sama, tolong segera diperbaiki",negative
Ini tahun berapa sih User masih harus pake kirim sms utk verifikasi? 2FA pake Otp ke nomor hape terdaftar mah udah cukup… ribet amat buang2 pulsa,1,2024-03-07 14:20:09,BCA,2024-03,Ini tahun berapa sih User masih harus pake kirim sms utk verifikasi? 2FA pake Otp ke nomor hape terdaftar mah udah cukup ribet amat buang2 pulsa,negative
"aplikasi keluar sendiri saya lupa pasword
Mbangking keblokir tlp cs jam kerjanya sampai jam 17.00
Terus bagaimana",1,2024-03-07 12:02:47,BCA,2024-03,aplikasi keluar sendiri saya lupa pasword Mbangking keblokir tlp cs jam kerjanya sampai jam 17.00 Terus bagaimana,negative
"Buruukkk cuman ganti hp aja suruh update data lewat cabang padahal nomor hp dan data tidak ada perubahan, beda dengan bank mandiri yg hanya registrasi ulang lewat face id uda berhasil gak pakai ribet harus ke cabang 👎🏻👎🏻",2,2024-03-07 00:39:37,BCA,2024-03,"Buruukkk cuman ganti hp aja suruh update data lewat cabang padahal nomor hp dan data tidak ada perubahan, beda dengan bank mandiri yg hanya registrasi ulang lewat face id uda berhasil gak pakai ribet harus ke cabang ",negative
"versi 1.19.0 knp crash ya? biasanya aman2 aja tapi pagi ini gabisa dibuka.. langsung nutup lagi tiap log in.. crash ga mau dibuka..

dipakai di iphone 12 pro ios 17.3.1 dan iphone se 2016 ios 15.8 keduanya sama2 tidak bisa..

tolong diperbaiki.. 🙏🏻",3,2024-03-06 23:55:59,BCA,2024-03,versi 1.19.0 knp crash ya? biasanya aman2 aja tapi pagi ini gabisa dibuka.. langsung nutup lagi tiap log in.. crash ga mau dibuka.. dipakai di iphone 12 pro ios 17.3.1 dan iphone se 2016 ios 15.8 keduanya sama2 tidak bisa.. tolong diperbaiki.. ,negative
"versi yang sebelum ini jalan, begitu update saat masuk apps, langsung apps tertutup.",3,2024-03-06 20:41:27,BCA,2024-03,"versi yang sebelum ini jalan, begitu update saat masuk apps, langsung apps tertutup.",negative
"cardless sudah, tap in kaya livin belum ada",5,2024-03-06 08:01:23,BCA,2024-03,"cardless sudah, tap in kaya livin belum ada",negative
"Ud aktif dr google, tp tetap gk bs login.. ud sms mpe 16x msh z gk bs.. habisin pulsa org doank",1,2024-03-06 06:56:37,BCA,2024-03,"Ud aktif dr google, tp tetap gk bs login.. ud sms mpe 16x msh z gk bs.. habisin pulsa org doank",negative
"verifikasi ektp gagal terus, ngabisin pulsa doang",1,2024-03-05 11:02:37,BCA,2024-03,"verifikasi ektp gagal terus, ngabisin pulsa doang",negative
Why most of the time I can't login? Even I restarting the app,1,2024-03-05 08:02:15,BCA,2024-03,Why most of the time I can't login? Even I restarting the app,negative
"Aplikasi lola , apa apa loading mulu padahal internet normal",1,2024-03-05 06:42:19,BCA,2024-03,"Aplikasi lola , apa apa loading mulu padahal internet normal",negative
"Loading mulu gak efektif saat transfer 
Pake jaringan apa sih, ??? seharusnya kalau punya jaringan saterlit sendiri jangan ng lag begini . Repot",1,2024-03-05 06:24:17,BCA,2024-03,"Loading mulu gak efektif saat transfer Pake jaringan apa sih, ??? seharusnya kalau punya jaringan saterlit sendiri jangan ng lag begini . Repot",negative
Mau login aja loading nya seabad mau transfer loading terjadi kesalahan mulu pdhl sinyal lancar aneh bgt keselll,3,2024-03-05 06:17:07,BCA,2024-03,Mau login aja loading nya seabad mau transfer loading terjadi kesalahan mulu pdhl sinyal lancar aneh bgt keselll,negative
"Kebanyakan maintenance ,",1,2024-03-05 06:09:37,BCA,2024-03,"Kebanyakan maintenance ,",negative
KALO LAGI DIBUTUHIN SUKA ERROR,1,2024-03-05 05:31:46,BCA,2024-03,KALO LAGI DIBUTUHIN SUKA ERROR,negative
"Lelet banget,mau masuk ke App MyBCA nya aja mau nunggu beberapa menit,kecewa banget sih",1,2024-03-05 04:26:49,BCA,2024-03,"Lelet banget,mau masuk ke App MyBCA nya aja mau nunggu beberapa menit,kecewa banget sih",negative
Apa harus aktif 22nya sama bca mobile? Pas uninstall susah bgt log in,1,2024-03-04 09:29:05,BCA,2024-03,Apa harus aktif 22nya sama bca mobile? Pas uninstall susah bgt log in,negative
"Seperti case2 yang sudah dituliskan. Mau log in gak bisa2, Verifikasi berkali2 gagal tapi nyedot pulsa 🫠 Solusi nya dari cs suruh coba berkala. Harus nyediain berapa puluh ribubcuma buat percobaan log in. Biasanya selalu puas sama layanan bca. Ini App nya benar2 zonk sekali.",1,2024-03-04 08:55:57,BCA,2024-03,"Seperti case2 yang sudah dituliskan. Mau log in gak bisa2, Verifikasi berkali2 gagal tapi nyedot pulsa  Solusi nya dari cs suruh coba berkala. Harus nyediain berapa puluh ribubcuma buat percobaan log in. Biasanya selalu puas sama layanan bca. Ini App nya benar2 zonk sekali.",negative
"Aplikasi malah bikin nyusahin, bikin emosi, lain kali kalau ada perbaikan aplikasi di info ke nasabah biar tidak emosi saat ada urgensin untuk menggunakan m-banking untuk transaksi.",1,2024-03-04 08:11:58,BCA,2024-03,"Aplikasi malah bikin nyusahin, bikin emosi, lain kali kalau ada perbaikan aplikasi di info ke nasabah biar tidak emosi saat ada urgensin untuk menggunakan m-banking untuk transaksi.",negative
Mau login masuk aja ggal terus hrs kirim sms terus developernya debenerin ini ngerugiin nasabah yg lg butuh penting,1,2024-03-04 07:44:41,BCA,2024-03,Mau login masuk aja ggal terus hrs kirim sms terus developernya debenerin ini ngerugiin nasabah yg lg butuh penting,negative
"Sering tbtb keblokir, ga sekali dua kali tapi BERKALI KALI. Cs via telp juga gabisa kasih solusi atau jaminan kl hal tsb gabakal keulang lagi, cuma dibantu open blokir & bikin password baru yg eventually jg bakal keblokir lg nantinya.  Lg ada hal urgent butuh transaksi jg tbtb aplikasi error gabisa login. Payah. Worst m banking i ever use 👎🏻👎🏻👎🏻👎🏻👎🏻",1,2024-03-04 07:29:41,BCA,2024-03,"Sering tbtb keblokir, ga sekali dua kali tapi BERKALI KALI. Cs via telp juga gabisa kasih solusi atau jaminan kl hal tsb gabakal keulang lagi, cuma dibantu open blokir & bikin password baru yg eventually jg bakal keblokir lg nantinya. Lg ada hal urgent butuh transaksi jg tbtb aplikasi error gabisa login. Payah. Worst m banking i ever use ",negative
Sering crash notif oops terjadi kesalahan,1,2024-03-04 07:27:19,BCA,2024-03,Sering crash notif oops terjadi kesalahan,negative
"Sejak update versi terbaru, app sering lemot, susah login
Tolong perbaiki",1,2024-03-04 07:20:47,BCA,2024-03,"Sejak update versi terbaru, app sering lemot, susah login Tolong perbaiki",negative
"tolong dong mybca , mau verifikasi masuk aja harus berkali2 kirim sms karna gabisa masukkkk masukkk sampe ngabisin pulsa gue berkali2 beli pulsa !! sampah banget ini aplikasi",1,2024-03-02 00:28:27,BCA,2024-03,"tolong dong mybca , mau verifikasi masuk aja harus berkali2 kirim sms karna gabisa masukkkk masukkk sampe ngabisin pulsa gue berkali2 beli pulsa !! sampah banget ini aplikasi",negative
"Ganti Device saja ribet!!! Gagal verifikasi wajah terus, harus ke cabang, ribet? Pastinya!!! Bank tetangga saja OTP cukup. Lol",1,2024-03-01 15:09:48,BCA,2024-03,"Ganti Device saja ribet!!! Gagal verifikasi wajah terus, harus ke cabang, ribet? Pastinya!!! Bank tetangga saja OTP cukup. Lol",negative
Aplikasi ga jelas. Reset password disuruh telfon call center. Sudah telfon call center. Dicoba lagi masih suruh telfon call center,1,2024-03-01 02:37:36,BCA,2024-03,Aplikasi ga jelas. Reset password disuruh telfon call center. Sudah telfon call center. Dicoba lagi masih suruh telfon call center,negative
"Verifikasi Wajah dan KTP El Gagal Terus. Berhubung foto di Ktp itu udah 11 tahun lalu, wajah pasti ada bedanya dikit. Ada solusi lain ngga?",1,2024-02-29 23:27:52,BCA,2024-02,"Verifikasi Wajah dan KTP El Gagal Terus. Berhubung foto di Ktp itu udah 11 tahun lalu, wajah pasti ada bedanya dikit. Ada solusi lain ngga?",negative
Reset password berxx Pindah hp juga ggak bisa me buang waktu dan pikiran,1,2024-02-29 16:05:44,BCA,2024-02,Reset password berxx Pindah hp juga ggak bisa me buang waktu dan pikiran,negative
"Ganti dari mbca harus aktivasi
Udah aktivasi mau masuk harus aktivasi lagi
 Sampai 5 kali. Sampai habisin pulsa tetap ga masuk-masuk sampai sekarang. Ribet banget",1,2024-02-29 09:31:45,BCA,2024-02,Ganti dari mbca harus aktivasi Udah aktivasi mau masuk harus aktivasi lagi Sampai 5 kali. Sampai habisin pulsa tetap ga masuk-masuk sampai sekarang. Ribet banget,negative
"Saat sy menggunakan fitur aktivasi kartu kredit, selalu muncul warning pop up ‘Terjadi kesalahan, silahkan coba lagi’. Akhirnya sy aktivasi via webform dan SMS dan berhasil. 
Lalu saat sy akses Kontrol Kartu Kredit, muncul warning pop up yg sama. 
Hanya terjadi di kartu kredit tambahan.",3,2024-02-29 08:03:51,BCA,2024-02,"Saat sy menggunakan fitur aktivasi kartu kredit, selalu muncul warning pop up Terjadi kesalahan, silahkan coba lagi. Akhirnya sy aktivasi via webform dan SMS dan berhasil. Lalu saat sy akses Kontrol Kartu Kredit, muncul warning pop up yg sama. Hanya terjadi di kartu kredit tambahan.",negative
Tolong diperbaiki dongggg nih aplikasi keliatan bagus tapi kok kayanya ngeribetin doang ya? Udh ngabisin pulsa doang buat masuk 😒 nanya ke cs bca tapi gak helpful juga hadeh🫠🫠,1,2024-02-29 02:36:52,BCA,2024-02,Tolong diperbaiki dongggg nih aplikasi keliatan bagus tapi kok kayanya ngeribetin doang ya? Udh ngabisin pulsa doang buat masuk  nanya ke cs bca tapi gak helpful juga hadeh,negative
Ganti dong pulsa saya buat daftarkan username dan log in setelah tiba2 hilang sendiri,1,2024-02-28 08:43:38,BCA,2024-02,Ganti dong pulsa saya buat daftarkan username dan log in setelah tiba2 hilang sendiri,negative
"Orang gak ngapa ngapain kok bca id nya diblokir ituloh, gak jelas gini, bukannya mempermudah malah bikin masalah, apalagi saya keadaanya sekarang mau transfer, udh hubungi layanan katanya suruh login masuk lagi, nyatanya tetep sama tulisannya bca id anda teeblokir, wong kita gak ngapa ngapain kok diblokir, konyolll",1,2024-02-25 10:05:27,BCA,2024-02,"Orang gak ngapa ngapain kok bca id nya diblokir ituloh, gak jelas gini, bukannya mempermudah malah bikin masalah, apalagi saya keadaanya sekarang mau transfer, udh hubungi layanan katanya suruh login masuk lagi, nyatanya tetep sama tulisannya bca id anda teeblokir, wong kita gak ngapa ngapain kok diblokir, konyolll",negative
"1.Sinyal device padahal lagi bagus, tapi Konek ke API nya kenapa berat begini ?? devnya ngga testing apa gmn ini backendnya ?
2. Sering kendala transaksi qris ( gagal ) proses ini fatal sekali harusnya GA BOLEH ADA ERROR 
3. kalo blm siap rilis ke production  sebaiknya lakuin banyak testing dulu",1,2024-02-25 09:18:50,BCA,2024-02,"1.Sinyal device padahal lagi bagus, tapi Konek ke API nya kenapa berat begini ?? devnya ngga testing apa gmn ini backendnya ? 2. Sering kendala transaksi qris ( gagal ) proses ini fatal sekali harusnya GA BOLEH ADA ERROR 3. kalo blm siap rilis ke production sebaiknya lakuin banyak testing dulu",negative
